Cell,HTAN_Biospecimen_ID,subtype
RU1152_125746533321077,HTA8_2009_1,SCLC-A
RU1124A_LN_122499671930803,HTA8_2006_1,SCLC-A
RU1215_121889774548782,HTA8_2012_1,SCLC-N
RU1145_165164925769972,HTA8_2008_1,SCLC-A
RU1322A_LN_165945567198043,HTA8_2017_1,SCLC-P
RU1293A_230679160997605,HTA8_2015_1,SCLC-N
PleuralEffusion_200562850543910,HTA8_2001_1,SCLC-A
PleuralEffusion_170276773051819,HTA8_2001_1,SCLC-A
RU1229A_Frozen_126284362856166,HTA8_2013_1,SCLC-A
RU1293A_196525312654254,HTA8_2015_1,SCLC-N
RU1065C_165806605527974,HTA8_2002_1,SCLC-A
RU779D_130204816825563,HTA8_2019_1,SCLC-N
RU1181C_228044332972277,HTA8_2010_1,SCLC-N
RU1144_LN_204763032311582,HTA8_2007_2,SCLC-A
RU1124A_LN_130665344289189,HTA8_2006_1,SCLC-A
RU1065C_129567999543540,HTA8_2002_1,SCLC-A
RU1145_226953410865907,HTA8_2008_1,SCLC-A
RU1066_205392426186668,HTA8_2003_1,SCLC-A
RU1231A_170120275418483,HTA8_2014_1,SCLC-N
RU779D_162020772440348,HTA8_2019_1,SCLC-N
RU1065C_231296401102771,HTA8_2002_1,SCLC-A
RU779D_134954962532597,HTA8_2019_1,SCLC-N
RU1065C_235127539658100,HTA8_2002_1,SCLC-A
RU1195A_126913529109939,HTA8_2011_1,SCLC-A
RU1215_240018555255084,HTA8_2012_1,SCLC-N
RU1145_169793543358388,HTA8_2008_1,SCLC-A
RU779D_192729622656933,HTA8_2019_1,SCLC-N
RU1065C_239460343208237,HTA8_2002_1,SCLC-A
RU1144_LN_241114576505053,HTA8_2007_2,SCLC-A
RU1065C_131235501521709,HTA8_2002_1,SCLC-A
PleuralEffusion_129565717642102,HTA8_2001_1,SCLC-A
RU1065C_169150371523374,HTA8_2002_1,SCLC-A
RU1152_230601870993180,HTA8_2009_1,SCLC-A
RU1124A_LN_191699098921821,HTA8_2006_1,SCLC-A
RU1124A_LN_235668677810420,HTA8_2006_1,SCLC-A
RU1065C_196592958553013,HTA8_2002_1,SCLC-A
RU1144_LN_205527671527197,HTA8_2007_2,SCLC-A
RU1065C_192256237260019,HTA8_2002_1,SCLC-A
PleuralEffusion_231897697008926,HTA8_2001_1,SCLC-A
PleuralEffusion_192859664693997,HTA8_2001_1,SCLC-A
RU1145_200561496054173,HTA8_2008_1,SCLC-A
RU1066_160440058570524,HTA8_2003_1,SCLC-A
RU779D_126267405297563,HTA8_2019_1,SCLC-N
RU1065C_126913556114149,HTA8_2002_1,SCLC-A
RU1215_135504967101147,HTA8_2012_1,SCLC-N
RU1065C_199877521717611,HTA8_2002_1,SCLC-A
RU1065C_239939111046068,HTA8_2002_1,SCLC-A
RU1065C_120856578479979,HTA8_2002_1,SCLC-A
PleuralEffusion_199865979062501,HTA8_2001_1,SCLC-A
RU1124A_LN_164761900636972,HTA8_2006_1,SCLC-A
RU1124A_LN_130608274495334,HTA8_2006_1,SCLC-A
RU1065C_241038743526323,HTA8_2002_1,SCLC-A
RU426B_205930458664310,HTA8_2018_1,SCLC-A
RU1293A_192318660267317,HTA8_2015_1,SCLC-N
RU779D_156572843174259,HTA8_2019_1,SCLC-N
RU1152_195545361402102,HTA8_2009_1,SCLC-A
RU1152_191020344994021,HTA8_2009_1,SCLC-A
RU1065C_126278156905205,HTA8_2002_1,SCLC-A
RU1066_230800359868716,HTA8_2003_1,SCLC-A
RU1152_227903423604459,HTA8_2009_1,SCLC-A
RU1065C_235671093950372,HTA8_2002_1,SCLC-A
RU779D_125127943150963,HTA8_2019_1,SCLC-N
RU1066_226283261904741,HTA8_2003_1,SCLC-A
RU1195A_200493045016494,HTA8_2011_1,SCLC-A
RU1124A_LN_197254804855134,HTA8_2006_1,SCLC-A
RU1145_231365435058598,HTA8_2008_1,SCLC-A
RU1065C_201542927599398,HTA8_2002_1,SCLC-A
PleuralEffusion_160440043661084,HTA8_2001_1,SCLC-A
RU1124A_LN_162070030113190,HTA8_2006_1,SCLC-A
RU1124A_LN_200983507228588,HTA8_2006_1,SCLC-A
RU1145_126886686116582,HTA8_2008_1,SCLC-A
RU1195A_156598196136691,HTA8_2011_1,SCLC-A
RU1080C_240018540680996,HTA8_2004_1,SCLC-A
RU1195A_165790526916524,HTA8_2011_1,SCLC-A
RU1065C_164830735945003,HTA8_2002_1,SCLC-A
RU426B_120786804722533,HTA8_2018_1,SCLC-A
RU1145_129457519029469,HTA8_2008_1,SCLC-A
RU1065C_135632474467677,HTA8_2002_1,SCLC-A
RU1080C_192815641803179,HTA8_2004_1,SCLC-A
RU1181C_133984118822820,HTA8_2010_1,SCLC-N
RU1065C_227914160655070,HTA8_2002_1,SCLC-A
RU1065C_161394761881435,HTA8_2002_1,SCLC-A
PleuralEffusion_170660053047644,HTA8_2001_1,SCLC-A
RU779D_130050224937398,HTA8_2019_1,SCLC-N
RU1065C_230739040914275,HTA8_2002_1,SCLC-A
RU1145_227991423728349,HTA8_2008_1,SCLC-A
PleuralEffusion_155888882502452,HTA8_2001_1,SCLC-A
RU779D_192247766084828,HTA8_2019_1,SCLC-N
RU779D_240617702677419,HTA8_2019_1,SCLC-N
RU1229A_Frozen_122369615025972,HTA8_2013_1,SCLC-A
PleuralEffusion_129497354684276,HTA8_2001_1,SCLC-A
RU1145_226970341333806,HTA8_2008_1,SCLC-A
RU1065C_121408872200926,HTA8_2002_1,SCLC-A
RU1065C_200005578020779,HTA8_2002_1,SCLC-A
RU1145_205511430728555,HTA8_2008_1,SCLC-A
RU1065C_196707150613811,HTA8_2002_1,SCLC-A
RU1215_228058935225773,HTA8_2012_1,SCLC-N
RU1065C_231151742118109,HTA8_2002_1,SCLC-A
RU779D_227911833144101,HTA8_2019_1,SCLC-N
RU1195A_129998538271670,HTA8_2011_1,SCLC-A
RU1065C_134594434120931,HTA8_2002_1,SCLC-A
RU1311A_T_1_126889101999332,HTA8_2016_1,SCLC-A
RU1293A_231366240976107,HTA8_2015_1,SCLC-N
RU1311A_T_1_192256268789595,HTA8_2016_1,SCLC-A
RU1144_LN_227853865015524,HTA8_2007_2,SCLC-A
RU1145_126776239343334,HTA8_2008_1,SCLC-A
PleuralEffusion_165302242568933,HTA8_2001_1,SCLC-A
RU1065C_165239938037995,HTA8_2002_1,SCLC-A
RU1144_LN_231692907525990,HTA8_2007_2,SCLC-A
PleuralEffusion_135064452774694,HTA8_2001_1,SCLC-A
RU1108a_Bambanker_231760553793252,HTA8_2005_1,SCLC-A
RU1311A_T_1_239451631643894,HTA8_2016_1,SCLC-A
RU1215_200432946403675,HTA8_2012_1,SCLC-N
RU426B_155843784993133,HTA8_2018_1,SCLC-A
RU1065C_126888176961446,HTA8_2002_1,SCLC-A
RU1195A_135071968218028,HTA8_2011_1,SCLC-A
RU1065C_160988906281894,HTA8_2002_1,SCLC-A
RU1066_164769551469875,HTA8_2003_1,SCLC-A
RU1080C_122490787096942,HTA8_2004_1,SCLC-A
RU1065C_135006470236085,HTA8_2002_1,SCLC-A
RU1215_231898682186139,HTA8_2012_1,SCLC-N
RU426B_165713639304027,HTA8_2018_1,SCLC-A
RU779D_232313234549483,HTA8_2019_1,SCLC-N
RU1215_226889764661101,HTA8_2012_1,SCLC-N
PleuralEffusion_130693127433076,HTA8_2001_1,SCLC-A
RU1124A_LN_169560836823284,HTA8_2006_1,SCLC-A
RU426B_195615841250525,HTA8_2018_1,SCLC-A
RU779D_204772965205739,HTA8_2019_1,SCLC-N
RU1145_125239714306398,HTA8_2008_1,SCLC-A
RU1195A_199814318341342,HTA8_2011_1,SCLC-A
PleuralEffusion_191691460860765,HTA8_2001_1,SCLC-A
RU1065C_121322569873333,HTA8_2002_1,SCLC-A
RU1195A_231901098364204,HTA8_2011_1,SCLC-A
PleuralEffusion_195562300140389,HTA8_2001_1,SCLC-A
RU779D_199877534832486,HTA8_2019_1,SCLC-N
RU1065C_195424727788379,HTA8_2002_1,SCLC-A
RU1066_166288044967668,HTA8_2003_1,SCLC-A
PleuralEffusion_240490764429686,HTA8_2001_1,SCLC-A
RU779D_235550880422301,HTA8_2019_1,SCLC-N
RU1229A_Frozen_165329193549110,HTA8_2013_1,SCLC-A
RU1152_162081929313701,HTA8_2009_1,SCLC-A
PleuralEffusion_226822402561963,HTA8_2001_1,SCLC-A
RU1066_234992235108078,HTA8_2003_1,SCLC-A
RU1065C_196516964158235,HTA8_2002_1,SCLC-A
RU1124A_LN_135690609703133,HTA8_2006_1,SCLC-A
RU1124A_LN_191646619548533,HTA8_2006_1,SCLC-A
RU1065C_232389363322203,HTA8_2002_1,SCLC-A
RU1080C_130134889360628,HTA8_2004_1,SCLC-A
RU1195A_199934596472117,HTA8_2011_1,SCLC-A
RU1066_195622429645686,HTA8_2003_1,SCLC-A
RU1195A_200991426334109,HTA8_2011_1,SCLC-A
RU1231A_160783802689774,HTA8_2014_1,SCLC-N
RU1066_130142271035811,HTA8_2003_1,SCLC-A
RU1152_170740583093990,HTA8_2009_1,SCLC-A
RU779D_129567999802163,HTA8_2019_1,SCLC-N
RU779D_156600491728293,HTA8_2019_1,SCLC-N
RU1145_204762120674020,HTA8_2008_1,SCLC-A
RU779D_231849423977307,HTA8_2019_1,SCLC-N
RU779D_161959818718446,HTA8_2019_1,SCLC-N
RU779D_200983508117806,HTA8_2019_1,SCLC-N
RU1215_166288864983836,HTA8_2012_1,SCLC-N
RU1215_134590798162206,HTA8_2012_1,SCLC-N
RU1065C_165239937981365,HTA8_2002_1,SCLC-A
RU1144_T_235007401645797,HTA8_2007_1,SCLC-A
RU1144_LN_134592171816877,HTA8_2007_2,SCLC-A
RU779D_200896649578741,HTA8_2019_1,SCLC-N
RU779D_165180748196278,HTA8_2019_1,SCLC-N
RU779D_192721166690677,HTA8_2019_1,SCLC-N
RU1293A_129454182655781,HTA8_2015_1,SCLC-N
PleuralEffusion_130057626086758,HTA8_2001_1,SCLC-A
RU1080C_204959676327645,HTA8_2004_1,SCLC-A
RU1124A_LN_126820531490227,HTA8_2006_1,SCLC-A
PleuralEffusion_170344372877174,HTA8_2001_1,SCLC-A
RU779D_169580988066164,HTA8_2019_1,SCLC-N
RU1181C_236700543379188,HTA8_2010_1,SCLC-N
RU779D_157140481698651,HTA8_2019_1,SCLC-N
RU1065C_156031677290355,HTA8_2002_1,SCLC-A
RU779D_231365388753244,HTA8_2019_1,SCLC-N
RU1152_169156995140406,HTA8_2009_1,SCLC-A
RU779D_231898663574300,HTA8_2019_1,SCLC-N
RU1293A_161326329641886,HTA8_2015_1,SCLC-N
RU1195A_120781417109749,HTA8_2011_1,SCLC-A
RU1124A_LN_195562300980061,HTA8_2006_1,SCLC-A
RU1065C_196730666212636,HTA8_2002_1,SCLC-A
RU779D_228049554894251,HTA8_2019_1,SCLC-N
RU1124A_LN_129567968061235,HTA8_2006_1,SCLC-A
RU1215_130142285289756,HTA8_2012_1,SCLC-N
RU1124A_LN_165851851864436,HTA8_2006_1,SCLC-A
RU1152_122359133363046,HTA8_2009_1,SCLC-A
RU779D_165371920174310,HTA8_2019_1,SCLC-N
RU1152_126843080097070,HTA8_2009_1,SCLC-A
RU1065C_235000944876262,HTA8_2002_1,SCLC-A
PleuralEffusion_192317694044534,HTA8_2001_1,SCLC-A
PleuralEffusion_129497355205851,HTA8_2001_1,SCLC-A
RU1065C_160920006212958,HTA8_2002_1,SCLC-A
RU1144_T_155971413727083,HTA8_2007_1,SCLC-A
RU779D_191088287205108,HTA8_2019_1,SCLC-N
RU1144_T_134936662272886,HTA8_2007_1,SCLC-A
RU1311A_T_1_161394761878772,HTA8_2016_1,SCLC-A
RU1144_LN_231692907755941,HTA8_2007_2,SCLC-A
RU426B_134513500838195,HTA8_2018_1,SCLC-A
RU1144_LN_130624829647707,HTA8_2007_2,SCLC-A
RU1065C_230604152453925,HTA8_2002_1,SCLC-A
RU1195A_165397793298662,HTA8_2011_1,SCLC-A
RU1311A_T_1_161547099519205,HTA8_2016_1,SCLC-A
RU1124A_LN_156524107681180,HTA8_2006_1,SCLC-A
RU1124A_LN_126913543588572,HTA8_2006_1,SCLC-A
RU1065C_232303598693605,HTA8_2002_1,SCLC-A
PleuralEffusion_157004353423213,HTA8_2001_1,SCLC-A
RU1065C_155888870087077,HTA8_2002_1,SCLC-A
RU1065C_169649542649588,HTA8_2002_1,SCLC-A
RU1195A_157491729452387,HTA8_2011_1,SCLC-A
PleuralEffusion_231897710905763,HTA8_2001_1,SCLC-A
RU426B_231684156373412,HTA8_2018_1,SCLC-A
RU1195A_230748942097821,HTA8_2011_1,SCLC-A
RU1065C_126913529375643,HTA8_2002_1,SCLC-A
RU1231A_170672132635558,HTA8_2014_1,SCLC-N
RU1065C_134462248544037,HTA8_2002_1,SCLC-A
RU1124A_LN_133992889857947,HTA8_2006_1,SCLC-A
RU1066_205510787422054,HTA8_2003_1,SCLC-A
RU1065C_197066497313196,HTA8_2002_1,SCLC-A
PleuralEffusion_239946779507958,HTA8_2001_1,SCLC-A
RU1195A_162020741035812,HTA8_2011_1,SCLC-A
RU1065C_195634125518645,HTA8_2002_1,SCLC-A
RU1152_204911389599644,HTA8_2009_1,SCLC-A
RU1065C_192118649416420,HTA8_2002_1,SCLC-A
PleuralEffusion_226958779804076,HTA8_2001_1,SCLC-A
RU1065C_166477709096739,HTA8_2002_1,SCLC-A
RU1144_LN_197206084020598,HTA8_2007_2,SCLC-A
RU1195A_130538508606302,HTA8_2011_1,SCLC-A
RU1066_231897724214693,HTA8_2003_1,SCLC-A
RU1065C_122298767628205,HTA8_2002_1,SCLC-A
RU1215_135005247556843,HTA8_2012_1,SCLC-N
RU779D_204840356726516,HTA8_2019_1,SCLC-N
RU779D_226283234703725,HTA8_2019_1,SCLC-N
RU1195A_120850270251429,HTA8_2011_1,SCLC-A
RU1066_236221669784796,HTA8_2003_1,SCLC-A
RU1215_130675129895350,HTA8_2012_1,SCLC-N
RU1080C_205984039025957,HTA8_2004_1,SCLC-A
PleuralEffusion_125247377853796,HTA8_2001_1,SCLC-A
PleuralEffusion_226343141633269,HTA8_2001_1,SCLC-A
RU1066_236082114186598,HTA8_2003_1,SCLC-A
RU779D_133906810169132,HTA8_2019_1,SCLC-N
RU1065C_200994198534059,HTA8_2002_1,SCLC-A
RU1311A_T_1_196166702192374,HTA8_2016_1,SCLC-A
PleuralEffusion_230741456841508,HTA8_2001_1,SCLC-A
RU426B_204351804693236,HTA8_2018_1,SCLC-A
RU1124A_LN_226283249392371,HTA8_2006_1,SCLC-A
RU1231A_156572856306396,HTA8_2014_1,SCLC-N
RU1124A_LN_205930485889822,HTA8_2006_1,SCLC-A
PleuralEffusion_170745979885870,HTA8_2001_1,SCLC-A
RU1145_235069813508902,HTA8_2008_1,SCLC-A
RU779D_165784071822750,HTA8_2019_1,SCLC-N
RU1065C_160372398353259,HTA8_2002_1,SCLC-A
PleuralEffusion_191774139280611,HTA8_2001_1,SCLC-A
RU1066_205511458441571,HTA8_2003_1,SCLC-A
PleuralEffusion_226829515545372,HTA8_2001_1,SCLC-A
RU1065C_135023500909356,HTA8_2002_1,SCLC-A
RU1065C_169107422361387,HTA8_2002_1,SCLC-A
RU1065C_205294965021939,HTA8_2002_1,SCLC-A
RU779D_165738974210806,HTA8_2019_1,SCLC-N
RU1195A_235550880419179,HTA8_2011_1,SCLC-A
RU1065C_165926879815965,HTA8_2002_1,SCLC-A
RU779D_164828856630188,HTA8_2019_1,SCLC-N
RU779D_122298748593907,HTA8_2019_1,SCLC-N
RU779D_196087332855150,HTA8_2019_1,SCLC-N
RU1065C_166333946678116,HTA8_2002_1,SCLC-A
RU1065C_133906855549860,HTA8_2002_1,SCLC-A
RU1293A_120847183759789,HTA8_2015_1,SCLC-N
PleuralEffusion_226874747112349,HTA8_2001_1,SCLC-A
PleuralEffusion_204762107992284,HTA8_2001_1,SCLC-A
RU779D_195486038019356,HTA8_2019_1,SCLC-N
RU1195A_196596582500198,HTA8_2011_1,SCLC-A
RU1066_134531773294446,HTA8_2003_1,SCLC-A
RU1065C_228044351355763,HTA8_2002_1,SCLC-A
PleuralEffusion_192325927712499,HTA8_2001_1,SCLC-A
RU1195A_231133475617718,HTA8_2011_1,SCLC-A
PleuralEffusion_170327488711085,HTA8_2001_1,SCLC-A
RU1065C_192722540645733,HTA8_2002_1,SCLC-A
RU1108a_RPMI_230749746653924,HTA8_2005_3,SCLC-A
RU779D_205932352165603,HTA8_2019_1,SCLC-N
PleuralEffusion_195615826503900,HTA8_2001_1,SCLC-A
RU1144_LN_205518961260396,HTA8_2007_2,SCLC-A
RU1311A_T_1_236176841067940,HTA8_2016_1,SCLC-A
RU1065C_165920870714667,HTA8_2002_1,SCLC-A
RU1124A_LN_134585682708203,HTA8_2006_1,SCLC-A
RU779D_120728804055348,HTA8_2019_1,SCLC-N
RU1066_232328313358252,HTA8_2003_1,SCLC-A
RU1065C_195562319760173,HTA8_2002_1,SCLC-A
RU426B_192718870268837,HTA8_2018_1,SCLC-A
RU1144_T_230654484109620,HTA8_2007_1,SCLC-A
RU1181C_155843757751659,HTA8_2010_1,SCLC-N
RU779D_121869104965854,HTA8_2019_1,SCLC-N
RU779D_169580969744109,HTA8_2019_1,SCLC-N
RU1124A_LN_130539689266011,HTA8_2006_1,SCLC-A
RU1124A_LN_191621955205926,HTA8_2006_1,SCLC-A
RU1293A_191646619822830,HTA8_2015_1,SCLC-N
PleuralEffusion_160785164068774,HTA8_2001_1,SCLC-A
PleuralEffusion_169579734227700,HTA8_2001_1,SCLC-A
RU1144_LN_121965741555052,HTA8_2007_2,SCLC-A
RU1145_125677948263324,HTA8_2008_1,SCLC-A
RU1065C_227903422815156,HTA8_2002_1,SCLC-A
RU1145_200974066640686,HTA8_2008_1,SCLC-A
RU1065C_231916130659116,HTA8_2002_1,SCLC-A
RU1152_232328281582822,HTA8_2009_1,SCLC-A
RU1145_197068894104478,HTA8_2008_1,SCLC-A
RU1215_126680929889179,HTA8_2012_1,SCLC-N
RU1145_240136832007579,HTA8_2008_1,SCLC-A
RU1080C_160301845788571,HTA8_2004_1,SCLC-A
PleuralEffusion_157071983892275,HTA8_2001_1,SCLC-A
RU1145_135149156752691,HTA8_2008_1,SCLC-A
RU1065C_169014020921142,HTA8_2002_1,SCLC-A
RU779D_125257194363291,HTA8_2019_1,SCLC-N
PleuralEffusion_162090680503133,HTA8_2001_1,SCLC-A
RU779D_192729623181150,HTA8_2019_1,SCLC-N
RU779D_130074625071019,HTA8_2019_1,SCLC-N
RU1080C_126820562922854,HTA8_2004_1,SCLC-A
RU779D_191636969213213,HTA8_2019_1,SCLC-N
RU779D_204290766367469,HTA8_2019_1,SCLC-N
RU1229A_Frozen_160439418866542,HTA8_2013_1,SCLC-A
RU1108a_Bambanker_Frozen_126681647082918,HTA8_2005_2,SCLC-A
RU1231A_231906420382644,HTA8_2014_1,SCLC-N
RU1145_240136812915630,HTA8_2008_1,SCLC-A
RU1152_205441786141923,HTA8_2009_1,SCLC-A
RU1066_231760526489438,HTA8_2003_1,SCLC-A
RU1065C_230738101197043,HTA8_2002_1,SCLC-A
RU1080C_165875773722013,HTA8_2004_1,SCLC-A
RU1065C_191766910617334,HTA8_2002_1,SCLC-A
RU1145_120726912128822,HTA8_2008_1,SCLC-A
PleuralEffusion_170198358936502,HTA8_2001_1,SCLC-A
PleuralEffusion_204403329427301,HTA8_2001_1,SCLC-A
RU1293A_197264020229027,HTA8_2015_1,SCLC-N
RU779D_231906466486518,HTA8_2019_1,SCLC-N
RU1065C_169707689920435,HTA8_2002_1,SCLC-A
RU1145_195562273196918,HTA8_2008_1,SCLC-A
RU1080C_160999597893532,HTA8_2004_1,SCLC-A
RU1080C_199937920293094,HTA8_2004_1,SCLC-A
RU779D_134395543013686,HTA8_2019_1,SCLC-N
RU1311A_T_1_157469134150429,HTA8_2016_1,SCLC-A
RU1066_239458046929125,HTA8_2003_1,SCLC-A
RU1195A_170875889760485,HTA8_2011_1,SCLC-A
RU1145_231822830454637,HTA8_2008_1,SCLC-A
RU779D_160999643405726,HTA8_2019_1,SCLC-N
PleuralEffusion_240154798053086,HTA8_2001_1,SCLC-A
RU1065C_131081004084452,HTA8_2002_1,SCLC-A
PleuralEffusion_192678096197878,HTA8_2001_1,SCLC-A
RU1065C_165860292377501,HTA8_2002_1,SCLC-A
RU1066_191708928599974,HTA8_2003_1,SCLC-A
RU1215_196569604413860,HTA8_2012_1,SCLC-N
RU1066_232450538985181,HTA8_2003_1,SCLC-A
RU1066_157613982698405,HTA8_2003_1,SCLC-A
RU1124A_LN_228066868815724,HTA8_2006_1,SCLC-A
RU1195A_191697071074203,HTA8_2011_1,SCLC-A
RU1080C_156034508183910,HTA8_2004_1,SCLC-A
RU1293A_121940406364510,HTA8_2015_1,SCLC-N
RU1065C_125786549500724,HTA8_2002_1,SCLC-A
PleuralEffusion_192653655984493,HTA8_2001_1,SCLC-A
RU779D_199814290818797,HTA8_2019_1,SCLC-N
RU1065C_196730665686964,HTA8_2002_1,SCLC-A
RU1065C_199884264073587,HTA8_2002_1,SCLC-A
RU1066_165325614995316,HTA8_2003_1,SCLC-A
RU1065C_169220313868589,HTA8_2002_1,SCLC-A
RU779D_226967223486902,HTA8_2019_1,SCLC-N
RU779D_134945400806635,HTA8_2019_1,SCLC-N
RU1145_135699986074028,HTA8_2008_1,SCLC-A
RU779D_199937920448812,HTA8_2019_1,SCLC-N
RU1080C_162020726361451,HTA8_2004_1,SCLC-A
PleuralEffusion_160903095498654,HTA8_2001_1,SCLC-A
PleuralEffusion_191708896583084,HTA8_2001_1,SCLC-A
RU1145_204351789480237,HTA8_2008_1,SCLC-A
RU1108a_Bambanker_Frozen_134539661194995,HTA8_2005_2,SCLC-A
RU1311A_T_1_227929307933980,HTA8_2016_1,SCLC-A
RU779D_157621472123699,HTA8_2019_1,SCLC-N
RU1195A_169081832921445,HTA8_2011_1,SCLC-A
PleuralEffusion_134472820799860,HTA8_2001_1,SCLC-A
RU1144_T_201114503763749,HTA8_2007_1,SCLC-A
RU1195A_134445157476205,HTA8_2011_1,SCLC-A
RU779D_197264047033260,HTA8_2019_1,SCLC-N
PleuralEffusion_197060143037294,HTA8_2001_1,SCLC-A
PleuralEffusion_135149156423964,HTA8_2001_1,SCLC-A
RU1311A_T_1_155888901635307,HTA8_2016_1,SCLC-A
RU1065C_191012709285212,HTA8_2002_1,SCLC-A
RU779D_130673772710758,HTA8_2019_1,SCLC-N
RU1124A_LN_131302180477158,HTA8_2006_1,SCLC-A
RU1144_LN_230592309488997,HTA8_2007_2,SCLC-A
RU1066_227516856822516,HTA8_2003_1,SCLC-A
RU1144_LN_135064464770917,HTA8_2007_2,SCLC-A
RU1195A_155828725144987,HTA8_2011_1,SCLC-A
RU1065C_227914141289268,HTA8_2002_1,SCLC-A
PleuralEffusion_130142298597806,HTA8_2001_1,SCLC-A
RU1065C_130143793855773,HTA8_2002_1,SCLC-A
RU426B_129997342690534,HTA8_2018_1,SCLC-A
RU1181C_192110508337052,HTA8_2010_1,SCLC-N
RU1065C_236847673337637,HTA8_2002_1,SCLC-A
RU1065C_156051929491299,HTA8_2002_1,SCLC-A
RU1145_240490732996460,HTA8_2008_1,SCLC-A
RU1065C_205990602849566,HTA8_2002_1,SCLC-A
PleuralEffusion_196113282816806,HTA8_2001_1,SCLC-A
RU1145_120703409314211,HTA8_2008_1,SCLC-A
PleuralEffusion_122282776673502,HTA8_2001_1,SCLC-A
RU426B_135135304576244,HTA8_2018_1,SCLC-A
RU1065C_135622024654046,HTA8_2002_1,SCLC-A
RU1066_195623341964515,HTA8_2003_1,SCLC-A
RU1145_134592139999670,HTA8_2008_1,SCLC-A
RU779D_201532561090867,HTA8_2019_1,SCLC-N
RU1065C_160921528785844,HTA8_2002_1,SCLC-A
PleuralEffusion_165860292388636,HTA8_2001_1,SCLC-A
RU1145_230654452087198,HTA8_2008_1,SCLC-A
RU1065C_231751847931166,HTA8_2002_1,SCLC-A
RU1145_231692907759916,HTA8_2008_1,SCLC-A
RU1066_235069812698395,HTA8_2003_1,SCLC-A
RU1065C_157561656601005,HTA8_2002_1,SCLC-A
RU1065C_204840357186486,HTA8_2002_1,SCLC-A
RU1080C_236107972917533,HTA8_2004_1,SCLC-A
RU1231A_129446769282357,HTA8_2014_1,SCLC-N
RU1293A_195634094848228,HTA8_2015_1,SCLC-N
PleuralEffusion_157690325560155,HTA8_2001_1,SCLC-A
PleuralEffusion_240482290092891,HTA8_2001_1,SCLC-A
RU1124A_LN_231821341838132,HTA8_2006_1,SCLC-A
RU779D_125583565442483,HTA8_2019_1,SCLC-N
RU779D_165310985628573,HTA8_2019_1,SCLC-N
RU1066_232311382788397,HTA8_2003_1,SCLC-A
RU779D_239956397018036,HTA8_2019_1,SCLC-N
RU1066_157562595895603,HTA8_2003_1,SCLC-A
RU1066_170327507581238,HTA8_2003_1,SCLC-A
PleuralEffusion_130194240138461,HTA8_2001_1,SCLC-A
RU779D_204292748102445,HTA8_2019_1,SCLC-N
RU1065C_239543692248941,HTA8_2002_1,SCLC-A
RU1065C_195975978835357,HTA8_2002_1,SCLC-A
RU1145_205449168902059,HTA8_2008_1,SCLC-A
RU1145_230816752815459,HTA8_2008_1,SCLC-A
RU1195A_191099043494195,HTA8_2011_1,SCLC-A
RU779D_204342126099819,HTA8_2019_1,SCLC-N
RU1065C_200992232192859,HTA8_2002_1,SCLC-A
RU1195A_239396870866861,HTA8_2011_1,SCLC-A
RU1152_165248440682782,HTA8_2009_1,SCLC-A
RU1195A_192324017274205,HTA8_2011_1,SCLC-A
PleuralEffusion_125728252155740,HTA8_2001_1,SCLC-A
PleuralEffusion_231822803482524,HTA8_2001_1,SCLC-A
RU1124A_LN_166273831876459,HTA8_2006_1,SCLC-A
RU1065C_129447709034397,HTA8_2002_1,SCLC-A
RU1065C_170797760670116,HTA8_2002_1,SCLC-A
RU1215_131223678248749,HTA8_2012_1,SCLC-N
RU1124A_LN_200444891806492,HTA8_2006_1,SCLC-A
RU1215_197254786271027,HTA8_2012_1,SCLC-N
RU779D_239586923735972,HTA8_2019_1,SCLC-N
RU1144_LN_155842577099493,HTA8_2007_2,SCLC-A
RU1066_235198513036531,HTA8_2003_1,SCLC-A
RU1065C_191227489598171,HTA8_2002_1,SCLC-A
PleuralEffusion_231692895369067,HTA8_2001_1,SCLC-A
RU1293A_126227569589541,HTA8_2015_1,SCLC-N
RU1065C_195622402738612,HTA8_2002_1,SCLC-A
RU1145_157684150975862,HTA8_2008_1,SCLC-A
PleuralEffusion_125239726823846,HTA8_2001_1,SCLC-A
RU779D_205366770920155,HTA8_2019_1,SCLC-N
RU1215_135572211025629,HTA8_2012_1,SCLC-N
RU779D_125262248664373,HTA8_2019_1,SCLC-N
PleuralEffusion_161883180681459,HTA8_2001_1,SCLC-A
RU1195A_126227542042532,HTA8_2011_1,SCLC-A
RU1152_126216046242021,HTA8_2009_1,SCLC-A
PleuralEffusion_165232437017955,HTA8_2001_1,SCLC-A
RU1293A_196654180981531,HTA8_2015_1,SCLC-N
PleuralEffusion_169587518888676,HTA8_2001_1,SCLC-A
RU1080C_235058973043102,HTA8_2004_1,SCLC-A
RU1080C_157053730547547,HTA8_2004_1,SCLC-A
RU1145_131234293541796,HTA8_2008_1,SCLC-A
RU1066_200562838198500,HTA8_2003_1,SCLC-A
RU1065C_232455908047579,HTA8_2002_1,SCLC-A
PleuralEffusion_232439023594406,HTA8_2001_1,SCLC-A
PleuralEffusion_236633999497499,HTA8_2001_1,SCLC-A
RU1145_134041161842099,HTA8_2008_1,SCLC-A
RU1124A_LN_121390247890213,HTA8_2006_1,SCLC-A
RU779D_169777330350822,HTA8_2019_1,SCLC-N
